TYPE,YEAR,lng,lat
Theft of Vehicle,2008,-123.084665399364,49.2198227928762
Theft of Vehicle,2011,-123.083524805399,49.2198045626136
Theft of Vehicle,2005,-123.084692484044,49.2189934066602
Theft of Vehicle,2007,-123.084376289808,49.2190715881397
Theft of Vehicle,2004,-123.083777375197,49.219063843579
Theft of Vehicle,2006,-123.08369429505,49.2189805000649
Theft of Vehicle,2006,-123.085320264126,49.2181634389465
Theft of Vehicle,2017,-123.085320264126,49.2181634389465
Theft of Vehicle,2004,-123.085276046415,49.2182455685158
Theft of Vehicle,2005,-123.084751893282,49.2182440952228
Theft of Vehicle,2004,-123.085346048938,49.2172728036407
Theft of Vehicle,2005,-123.085346048938,49.2172728036407
Theft of Vehicle,2007,-123.085346048938,49.2172728036407
Theft of Vehicle,2018,-123.085346048938,49.2172728036407
Theft of Vehicle,2005,-123.084693604423,49.2173557769378
Theft of Vehicle,2012,-123.084519562701,49.2173559684604
Theft of Vehicle,2008,-123.08421477926,49.2172740501492
Theft of Vehicle,2018,-123.083692864277,49.2173568746118
Theft of Vehicle,2004,-123.085374137725,49.2164335784657
Theft of Vehicle,2005,-123.085374137725,49.2164335784657
Theft of Vehicle,2006,-123.085374137725,49.2164335784657
Theft of Vehicle,2003,-123.084407870289,49.2165061286628
Theft of Vehicle,2005,-123.084407870289,49.2165061286628
Theft of Vehicle,2003,-123.085573341391,49.2146835477787
Theft of Vehicle,2004,-123.085573341391,49.2146835477787
Theft of Vehicle,2004,-123.085573341391,49.2146835477787
Theft of Vehicle,2018,-123.085573341391,49.2146835477787
Theft of Vehicle,2010,-123.083612294121,49.2146395791633
Theft of Vehicle,2003,-123.085568460247,49.21378369878
Theft of Vehicle,2004,-123.085568460247,49.21378369878
Theft of Vehicle,2013,-123.084538737244,49.2138661593529
Theft of Vehicle,2004,-123.08557686915,49.2128709189681
Theft of Vehicle,2005,-123.08557686915,49.2128709189681
Theft of Vehicle,2005,-123.08557686915,49.2128709189681
Theft of Vehicle,2005,-123.08557686915,49.2128709189681
Theft of Vehicle,2016,-123.08557686915,49.2128709189681
Theft of Vehicle,2009,-123.085386632376,49.2129498076199
Theft of Vehicle,2016,-123.085343346737,49.2128667516954
Theft of Vehicle,2018,-123.085203233294,49.2128642510872
Theft of Vehicle,2017,-123.085132310895,49.2128629856606
Theft of Vehicle,2014,-123.084502666355,49.2128517454966
Theft of Vehicle,2015,-123.084359132384,49.2129314663257
Theft of Vehicle,2003,-123.085656411402,49.2119492980686
Theft of Vehicle,2016,-123.085656411402,49.2119492980686
Theft of Vehicle,2016,-123.085295177904,49.2120251453903
Theft of Vehicle,2016,-123.084879414656,49.2120177363068
Theft of Vehicle,2017,-123.084879414656,49.2120177363068
Theft of Vehicle,2004,-123.08231558894,49.2642357060094
Theft of Vehicle,2005,-123.08231558894,49.2642357060094
Theft of Vehicle,2007,-123.08231558894,49.2642357060094
Theft of Vehicle,2017,-123.08231558894,49.2642357060094
Theft of Vehicle,2003,-123.083197274312,49.2633337008272
Theft of Vehicle,2005,-123.083197274312,49.2633337008272
Theft of Vehicle,2006,-123.083197274312,49.2633337008272
Theft of Vehicle,2009,-123.083197274312,49.2633337008272
Theft of Vehicle,2013,-123.083197274312,49.2633337008272
Theft of Vehicle,2004,-123.08290873082,49.2633317189851
Theft of Vehicle,2007,-123.08290873082,49.2633317189851
Theft of Vehicle,2015,-123.08290873082,49.2633317189851
Theft of Vehicle,2003,-123.082656255273,49.2633299842598
Theft of Vehicle,2008,-123.082546731704,49.2634114884187
Theft of Vehicle,2010,-123.082546731704,49.2634114884187
Theft of Vehicle,2005,-123.082295575967,49.2633275052007
Theft of Vehicle,2005,-123.082007032557,49.2633255211068
Theft of Vehicle,2013,-123.082007032557,49.2633255211068
Theft of Vehicle,2003,-123.083226114368,49.2623992668456
Theft of Vehicle,2005,-123.083226114368,49.2623992668456
Theft of Vehicle,2018,-123.083226114368,49.2623992668456
Theft of Vehicle,2018,-123.083226114368,49.2623992668456
Theft of Vehicle,2014,-123.082976131033,49.2624794312142
Theft of Vehicle,2005,-123.082516474027,49.2623933190768
Theft of Vehicle,2006,-123.082516474027,49.2623933190768
Theft of Vehicle,2007,-123.082516474027,49.2623933190768
Theft of Vehicle,2010,-123.082516474027,49.2623933190768
Theft of Vehicle,2019,-123.082516474027,49.2623933190768
Theft of Vehicle,2009,-123.082161653884,49.262390343468
Theft of Vehicle,2004,-123.081485884131,49.2624669324628
Theft of Vehicle,2005,-123.081485884131,49.2624669324628
Theft of Vehicle,2006,-123.081485884131,49.2624669324628
Theft of Vehicle,2004,-123.08235195851,49.28189000007
Theft of Vehicle,2019,-123.08235195851,49.28189000007
Theft of Vehicle,2015,-123.082142647548,49.2819689779213
Theft of Vehicle,2005,-123.081876818333,49.2782081973087
Theft of Vehicle,2004,-123.082399229827,49.2809471858958
Theft of Vehicle,2017,-123.084483582521,49.2087916597795
Theft of Vehicle,2016,-123.08444673722,49.2087947703985
Theft of Vehicle,2013,-123.084417648759,49.2087972259669
Theft of Vehicle,2005,-123.085646438724,49.2082895517591
Theft of Vehicle,2012,-123.084286247116,49.2084232079448
Theft of Vehicle,2005,-123.083831764635,49.2485369304861
Theft of Vehicle,2005,-123.082625987682,49.280037987499
Theft of Vehicle,2015,-123.082625987682,49.280037987499
Theft of Vehicle,2017,-123.082625987682,49.280037987499
Theft of Vehicle,2012,-123.082623272308,49.2801202203116
Theft of Vehicle,2013,-123.081708233608,49.280017904777
Theft of Vehicle,2010,-123.081568061735,49.2800978317088
Theft of Vehicle,2014,-123.1166965189,49.2744793277211
Theft of Vehicle,2019,-123.1166965189,49.2744793277211
Theft of Vehicle,2005,-123.116243679523,49.2747866703472
Theft of Vehicle,2006,-123.116243679523,49.2747866703472
Theft of Vehicle,2006,-123.116243679523,49.2747866703472
Theft of Vehicle,2008,-123.116243679523,49.2747866703472
Theft of Vehicle,2012,-123.116243679523,49.2747866703472
Theft of Vehicle,2003,-123.116070092815,49.2747724050523
Theft of Vehicle,2004,-123.116070092815,49.2747724050523
Theft of Vehicle,2005,-123.116070092815,49.2747724050523
Theft of Vehicle,2005,-123.116070092815,49.2747724050523
Theft of Vehicle,2005,-123.116070092815,49.2747724050523
Theft of Vehicle,2007,-123.116070092815,49.2747724050523
Theft of Vehicle,2008,-123.116070092815,49.2747724050523
Theft of Vehicle,2005,-123.057847924491,49.2753809223119
Theft of Vehicle,2015,-123.141557901624,49.2894418882262
Theft of Vehicle,2016,-123.141557901624,49.2894418882262
Theft of Vehicle,2003,-123.140776164151,49.290068556555
Theft of Vehicle,2006,-123.140776164151,49.290068556555
Theft of Vehicle,2006,-123.140776164151,49.290068556555
Theft of Vehicle,2015,-123.140776164151,49.290068556555
Theft of Vehicle,2019,-123.140776164151,49.290068556555
Theft of Vehicle,2016,-123.140655710207,49.2901461252595
Theft of Vehicle,2004,-123.140406883593,49.290190937024
Theft of Vehicle,2004,-123.140406883593,49.290190937024
Theft of Vehicle,2007,-123.140206125341,49.2903202175151
Theft of Vehicle,2015,-123.140206125341,49.2903202175151
Theft of Vehicle,2015,-123.081353779915,49.275366602451
Theft of Vehicle,2011,-123.081348097522,49.2757251024079
Theft of Vehicle,2003,-123.124367665476,49.2783023333478
Theft of Vehicle,2009,-123.123447361802,49.2789199470492
Theft of Vehicle,2003,-123.123163501373,49.2792282682199
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.123073481838,49.2791708505585
Theft of Vehicle,2004,-123.123073481838,49.2791708505585
Theft of Vehicle,2004,-123.123073481838,49.2791708505585
Theft of Vehicle,2005,-123.123073481838,49.2791708505585
Theft of Vehicle,2005,-123.123073481838,49.2791708505585
Theft of Vehicle,2008,-123.123073481838,49.2791708505585
Theft of Vehicle,2003,-123.140737620947,49.2900355621886
Theft of Vehicle,2004,-123.12011646624,49.2765028025992
Theft of Vehicle,2005,-123.125136846255,49.2834498367964
Theft of Vehicle,2016,-123.125029430006,49.2833803226746
Theft of Vehicle,2012,-123.12483141111,49.2831364767668
Theft of Vehicle,2016,-123.12483141111,49.2831364767668
Theft of Vehicle,2004,-123.132907893448,49.2786461128119
Theft of Vehicle,2011,-123.132564115958,49.2785350894157
Theft of Vehicle,2007,-123.132399415476,49.2783085885477
Theft of Vehicle,2011,-123.132399415476,49.2783085885477
Theft of Vehicle,2011,-123.132399415476,49.2783085885477
Theft of Vehicle,2019,-123.132399415476,49.2783085885477
Theft of Vehicle,2005,-123.131765087685,49.2780046907224
Theft of Vehicle,2012,-123.131765087685,49.2780046907224
Theft of Vehicle,2003,-123.131491436283,49.277705860922
Theft of Vehicle,2003,-123.131491436283,49.277705860922
Theft of Vehicle,2003,-123.131491436283,49.277705860922
Theft of Vehicle,2003,-123.131491436283,49.277705860922
Theft of Vehicle,2004,-123.131491436283,49.277705860922
Theft of Vehicle,2004,-123.131491436283,49.277705860922
Theft of Vehicle,2004,-123.131491436283,49.277705860922
Theft of Vehicle,2004,-123.131491436283,49.277705860922
Theft of Vehicle,2006,-123.131491436283,49.277705860922
Theft of Vehicle,2007,-123.131491436283,49.277705860922
Theft of Vehicle,2008,-123.131491436283,49.277705860922
Theft of Vehicle,2018,-123.131491436283,49.277705860922
Theft of Vehicle,2007,-123.037534039453,49.2752694359502
Theft of Vehicle,2004,-123.121001338081,49.2767996882974
Theft of Vehicle,2004,-123.121001338081,49.2767996882974
Theft of Vehicle,2004,-123.121001338081,49.2767996882974
Theft of Vehicle,2006,-123.12021782992,49.2773237233233
Theft of Vehicle,2004,-123.120127963331,49.2772662055032
Theft of Vehicle,2004,-123.120127963331,49.2772662055032
Theft of Vehicle,2007,-123.120127963331,49.2772662055032
Theft of Vehicle,2008,-123.120127963331,49.2772662055032
Theft of Vehicle,2011,-123.120127963331,49.2772662055032
Theft of Vehicle,2011,-123.120127963331,49.2772662055032
Theft of Vehicle,2012,-123.120127963331,49.2772662055032
Theft of Vehicle,2003,-123.12602167898,49.2797798988367
Theft of Vehicle,2003,-123.12602167898,49.2797798988367
Theft of Vehicle,2005,-123.12602167898,49.2797798988367
Theft of Vehicle,2007,-123.12602167898,49.2797798988367
Theft of Vehicle,2004,-123.125108733537,49.2805108675629
Theft of Vehicle,2003,-123.125018679844,49.2804534712548
Theft of Vehicle,2003,-123.125018679844,49.2804534712548
Theft of Vehicle,2004,-123.125018679844,49.2804534712548
Theft of Vehicle,2004,-123.125018679844,49.2804534712548
Theft of Vehicle,2004,-123.125018679844,49.2804534712548
Theft of Vehicle,2004,-123.125018679844,49.2804534712548
Theft of Vehicle,2004,-123.125018679844,49.2804534712548
Theft of Vehicle,2005,-123.125018679844,49.2804534712548
Theft of Vehicle,2005,-123.125018679844,49.2804534712548
Theft of Vehicle,2005,-123.125018679844,49.2804534712548
Theft of Vehicle,2008,-123.125018679844,49.2804534712548
Theft of Vehicle,2009,-123.125018679844,49.2804534712548
Theft of Vehicle,2006,-123.125357159325,49.2790843595759
Theft of Vehicle,2005,-123.12523804981,49.2790464580901
Theft of Vehicle,2011,-123.12523804981,49.2790464580901
Theft of Vehicle,2003,-123.124947021635,49.279241703615
Theft of Vehicle,2003,-123.124947021635,49.279241703615
Theft of Vehicle,2003,-123.124947021635,49.279241703615
Theft of Vehicle,2003,-123.124947021635,49.279241703615
Theft of Vehicle,2003,-123.124947021635,49.279241703615
Theft of Vehicle,2006,-123.124947021635,49.279241703615
Theft of Vehicle,2008,-123.124947021635,49.279241703615
Theft of Vehicle,2008,-123.124947021635,49.279241703615
Theft of Vehicle,2017,-123.124947021635,49.279241703615
Theft of Vehicle,2009,-123.124804204253,49.2794553260457
Theft of Vehicle,2004,-123.124219441042,49.2797298142896
Theft of Vehicle,2008,-123.124219441042,49.2797298142896
Theft of Vehicle,2009,-123.124219441042,49.2797298142896
Theft of Vehicle,2003,-123.1240739232,49.2798274359431
Theft of Vehicle,2003,-123.1240739232,49.2798274359431
Theft of Vehicle,2003,-123.1240739232,49.2798274359431
Theft of Vehicle,2003,-123.1240739232,49.2798274359431
Theft of Vehicle,2003,-123.1240739232,49.2798274359431
Theft of Vehicle,2004,-123.1240739232,49.2798274359431
Theft of Vehicle,2004,-123.1240739232,49.2798274359431
Theft of Vehicle,2005,-123.1240739232,49.2798274359431
Theft of Vehicle,2006,-123.1240739232,49.2798274359431
Theft of Vehicle,2006,-123.1240739232,49.2798274359431
Theft of Vehicle,2007,-123.1240739232,49.2798274359431
Theft of Vehicle,2007,-123.1240739232,49.2798274359431
Theft of Vehicle,2007,-123.1240739232,49.2798274359431
Theft of Vehicle,2007,-123.1240739232,49.2798274359431
Theft of Vehicle,2008,-123.1240739232,49.2798274359431
Theft of Vehicle,2010,-123.1240739232,49.2798274359431
Theft of Vehicle,2011,-123.1240739232,49.2798274359431
Theft of Vehicle,2013,-123.1240739232,49.2798274359431
Theft of Vehicle,2006,-123.12799796016,49.2679463340792
Theft of Vehicle,2019,-123.127825844934,49.2678894254263
Theft of Vehicle,2004,-123.127767906241,49.2679679501436
Theft of Vehicle,2007,-123.133255492089,49.2839686037951
Theft of Vehicle,2019,-123.133255492089,49.2839686037951
Theft of Vehicle,2008,-123.132737951607,49.2842934144485
Theft of Vehicle,2003,-123.131872751596,49.2848567801433
Theft of Vehicle,2005,-123.131872751596,49.2848567801433
Theft of Vehicle,2006,-123.131872751596,49.2848567801433
Theft of Vehicle,2011,-123.131872751596,49.2848567801433
Theft of Vehicle,2011,-123.131872751596,49.2848567801433
Theft of Vehicle,2003,-123.131734610489,49.2848306759403
Theft of Vehicle,2004,-123.131734610489,49.2848306759403
Theft of Vehicle,2004,-123.131734610489,49.2848306759403
Theft of Vehicle,2004,-123.131734610489,49.2848306759403
Theft of Vehicle,2019,-123.04279140021,49.2751229702106
Theft of Vehicle,2006,-123.083656689829,49.2538671537579
Theft of Vehicle,2003,-123.083428404262,49.2537624838535
Theft of Vehicle,2005,-123.083428404262,49.2537624838535
Theft of Vehicle,2015,-123.082802829333,49.2533700693325
Theft of Vehicle,2017,-123.082802829333,49.2533700693325
Theft of Vehicle,2017,-123.082501984634,49.2532286346472
Theft of Vehicle,2014,-123.14691956769,49.2930421869595
Theft of Vehicle,2019,-123.14691956769,49.2930421869595
Theft of Vehicle,2003,-123.061716444959,49.2756259539
Theft of Vehicle,2004,-123.061716444959,49.2756259539
Theft of Vehicle,2004,-123.061716444959,49.2756259539
Theft of Vehicle,2017,-123.061716444959,49.2756259539
Theft of Vehicle,2015,-123.129084957906,49.250636643126
Theft of Vehicle,2003,-123.127597172439,49.250773851588
Theft of Vehicle,2015,-123.040070584222,49.2749455208747
Theft of Vehicle,2017,-123.040064364911,49.2753224176363
Theft of Vehicle,2005,-123.038831880754,49.2752651767474
Theft of Vehicle,2003,-123.099765460386,49.2755204884436
Theft of Vehicle,2006,-123.099765460386,49.2755204884436
Theft of Vehicle,2007,-123.099765460386,49.2755204884436
Theft of Vehicle,2007,-123.099765460386,49.2755204884436
Theft of Vehicle,2008,-123.099765460386,49.2755204884436
Theft of Vehicle,2008,-123.099765460386,49.2755204884436
Theft of Vehicle,2010,-123.099765460386,49.2755204884436
Theft of Vehicle,2012,-123.099765460386,49.2755204884436
Theft of Vehicle,2018,-123.099765460386,49.2755204884436
Theft of Vehicle,2003,-123.099753576435,49.2758358365817
Theft of Vehicle,2003,-123.099753576435,49.2758358365817
Theft of Vehicle,2003,-123.099753576435,49.2758358365817
Theft of Vehicle,2004,-123.099753576435,49.2758358365817
Theft of Vehicle,2004,-123.099753576435,49.2758358365817
Theft of Vehicle,2004,-123.099753576435,49.2758358365817
Theft of Vehicle,2004,-123.099753576435,49.2758358365817
Theft of Vehicle,2005,-123.099753576435,49.2758358365817
Theft of Vehicle,2006,-123.099753576435,49.2758358365817
Theft of Vehicle,2008,-123.099753576435,49.2758358365817
Theft of Vehicle,2003,-123.120143848776,49.2757726289542
Theft of Vehicle,2015,-123.119579860848,49.2762752675053
Theft of Vehicle,2003,-123.119289987853,49.2763539001821
Theft of Vehicle,2009,-123.119033825663,49.2765282803117
Theft of Vehicle,2003,-123.119005363077,49.2765476558463
Theft of Vehicle,2003,-123.119005363077,49.2765476558463
Theft of Vehicle,2007,-123.119005363077,49.2765476558463
Theft of Vehicle,2019,-123.082463163024,49.2730810278286
Theft of Vehicle,2013,-123.149939665944,49.2771608757703
Theft of Vehicle,2007,-123.118299668993,49.2734694286037
Theft of Vehicle,2008,-123.118299668993,49.2734694286037
Theft of Vehicle,2008,-123.118299668993,49.2734694286037
Theft of Vehicle,2019,-123.118218956544,49.2734672689796
Theft of Vehicle,2003,-123.117158945563,49.273416290953
Theft of Vehicle,2007,-123.117158945563,49.273416290953
Theft of Vehicle,2004,-123.116248346733,49.2732245946601
Theft of Vehicle,2005,-123.116248346733,49.2732245946601
Theft of Vehicle,2005,-123.116248346733,49.2732245946601
Theft of Vehicle,2006,-123.116248346733,49.2732245946601
Theft of Vehicle,2003,-123.115415819411,49.273170685049
Theft of Vehicle,2003,-123.114881542466,49.2734713185618
Theft of Vehicle,2003,-123.114881542466,49.2734713185618
Theft of Vehicle,2007,-123.114881542466,49.2734713185618
Theft of Vehicle,2010,-123.114881542466,49.2734713185618
Theft of Vehicle,2010,-123.114881542466,49.2734713185618
Theft of Vehicle,2012,-123.114881542466,49.2734713185618
Theft of Vehicle,2003,-123.128817887893,49.2536633494862
Theft of Vehicle,2004,-123.128817887893,49.2536633494862
Theft of Vehicle,2005,-123.056508891746,49.2755273921202
Theft of Vehicle,2019,-123.129517877853,49.246304473124
Theft of Vehicle,2014,-123.127985894162,49.2462722479847
Theft of Vehicle,2015,-123.127985894162,49.2462722479847
Theft of Vehicle,2016,-123.127253195662,49.2819202329739
Theft of Vehicle,2006,-123.127164960524,49.2819788274637
Theft of Vehicle,2005,-123.126906518869,49.2818122631748
Theft of Vehicle,2003,-123.126588634881,49.2814919241122
Theft of Vehicle,2004,-123.126588634881,49.2814919241122
Theft of Vehicle,2005,-123.126588634881,49.2814919241122
Theft of Vehicle,2005,-123.126588634881,49.2814919241122
Theft of Vehicle,2006,-123.126588634881,49.2814919241122
Theft of Vehicle,2007,-123.126588634881,49.2814919241122
Theft of Vehicle,2009,-123.126588634881,49.2814919241122
Theft of Vehicle,2009,-123.126588634881,49.2814919241122
Theft of Vehicle,2017,-123.126588634881,49.2814919241122
Theft of Vehicle,2017,-123.126588634881,49.2814919241122
Theft of Vehicle,2003,-123.126500399732,49.281550518099
Theft of Vehicle,2016,-123.126477875852,49.2814205389414
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.126182520058,49.2812301779011
Theft of Vehicle,2004,-123.126182520058,49.2812301779011
Theft of Vehicle,2005,-123.126182520058,49.2812301779011
Theft of Vehicle,2006,-123.126182520058,49.2812301779011
Theft of Vehicle,2006,-123.126182520058,49.2812301779011
Theft of Vehicle,2007,-123.126182520058,49.2812301779011
Theft of Vehicle,2008,-123.126182520058,49.2812301779011
Theft of Vehicle,2009,-123.126182520058,49.2812301779011
Theft of Vehicle,2009,-123.126182520058,49.2812301779011
Theft of Vehicle,2011,-123.126182520058,49.2812301779011
Theft of Vehicle,2015,-123.126182520058,49.2812301779011
Theft of Vehicle,2016,-123.126182520058,49.2812301779011
Theft of Vehicle,2003,-123.134319163324,49.286484787628
Theft of Vehicle,2009,-123.134319163324,49.286484787628
Theft of Vehicle,2006,-123.041450078593,49.274665723452
Theft of Vehicle,2007,-123.041445084618,49.2748319418997
Theft of Vehicle,2003,-123.041306336946,49.2752650505176
Theft of Vehicle,2010,-123.041306336946,49.2752650505176
Theft of Vehicle,2018,-123.075953752908,49.2751147448851
Theft of Vehicle,2019,-123.075953752908,49.2751147448851
Theft of Vehicle,2014,-123.075946439515,49.275485813012
Theft of Vehicle,2012,-123.075941453054,49.2757388139936
Theft of Vehicle,2003,-123.075814754263,49.2757883535353
Theft of Vehicle,2003,-123.075814754263,49.2757883535353
Theft of Vehicle,2003,-123.075814754263,49.2757883535353
Theft of Vehicle,2004,-123.075814754263,49.2757883535353
Theft of Vehicle,2006,-123.117776340498,49.2742603389374
Theft of Vehicle,2003,-123.117514128186,49.2743026026527
Theft of Vehicle,2004,-123.115479601216,49.2740312363776
Theft of Vehicle,2006,-123.115479601216,49.2740312363776
Theft of Vehicle,2008,-123.115479601216,49.2740312363776
Theft of Vehicle,2011,-123.115479601216,49.2740312363776
Theft of Vehicle,2014,-123.115472937297,49.2740493338938
Theft of Vehicle,2003,-123.115159763719,49.274101726703
Theft of Vehicle,2003,-123.115159763719,49.274101726703
Theft of Vehicle,2003,-123.115159763719,49.274101726703
Theft of Vehicle,2004,-123.115159763719,49.274101726703
Theft of Vehicle,2005,-123.115159763719,49.274101726703
Theft of Vehicle,2006,-123.115159763719,49.274101726703
Theft of Vehicle,2006,-123.115159763719,49.274101726703
Theft of Vehicle,2007,-123.115159763719,49.274101726703
Theft of Vehicle,2007,-123.115159763719,49.274101726703
Theft of Vehicle,2003,-123.134093032298,49.277984620538
Theft of Vehicle,2004,-123.134093032298,49.277984620538
Theft of Vehicle,2006,-123.134093032298,49.277984620538
Theft of Vehicle,2006,-123.134093032298,49.277984620538
Theft of Vehicle,2010,-123.134093032298,49.277984620538
Theft of Vehicle,2013,-123.134093032298,49.277984620538
Theft of Vehicle,2016,-123.134093032298,49.277984620538
Theft of Vehicle,2004,-123.133577295218,49.277767178474
Theft of Vehicle,2018,-123.133577295218,49.277767178474
Theft of Vehicle,2003,-123.133386007681,49.2775281026012
Theft of Vehicle,2003,-123.133386007681,49.2775281026012
Theft of Vehicle,2004,-123.133386007681,49.2775281026012
Theft of Vehicle,2004,-123.133386007681,49.2775281026012
Theft of Vehicle,2004,-123.133386007681,49.2775281026012
Theft of Vehicle,2004,-123.133386007681,49.2775281026012
Theft of Vehicle,2005,-123.133386007681,49.2775281026012
Theft of Vehicle,2006,-123.133386007681,49.2775281026012
Theft of Vehicle,2018,-123.133386007681,49.2775281026012
Theft of Vehicle,2004,-123.132746712972,49.2771148689374
Theft of Vehicle,2017,-123.132746712972,49.2771148689374
Theft of Vehicle,2004,-123.132648683723,49.277167126429
Theft of Vehicle,2005,-123.132648683723,49.277167126429
Theft of Vehicle,2005,-123.132648683723,49.277167126429
Theft of Vehicle,2017,-123.132648683723,49.277167126429
Theft of Vehicle,2003,-123.132553309074,49.276989839653
Theft of Vehicle,2003,-123.132553309074,49.276989839653
Theft of Vehicle,2003,-123.132553309074,49.276989839653
Theft of Vehicle,2004,-123.132553309074,49.276989839653
Theft of Vehicle,2004,-123.132553309074,49.276989839653
Theft of Vehicle,2004,-123.132553309074,49.276989839653
Theft of Vehicle,2005,-123.132553309074,49.276989839653
Theft of Vehicle,2005,-123.132553309074,49.276989839653
Theft of Vehicle,2007,-123.132553309074,49.276989839653
Theft of Vehicle,2009,-123.132553309074,49.276989839653
Theft of Vehicle,2015,-123.132553309074,49.276989839653
Theft of Vehicle,2017,-123.132553309074,49.276989839653
Theft of Vehicle,2019,-123.130118474884,49.2144414341369
Theft of Vehicle,2003,-123.081331834445,49.2758681557533
Theft of Vehicle,2007,-123.081331834445,49.2758681557533
Theft of Vehicle,2015,-123.081331834445,49.2758681557533
Theft of Vehicle,2003,-123.051953621636,49.2757626210656
Theft of Vehicle,2004,-123.051953621636,49.2757626210656
Theft of Vehicle,2004,-123.08230198787,49.2826397832221
Theft of Vehicle,2010,-123.082038451923,49.2826662164768
Theft of Vehicle,2004,-123.101977417486,49.2757466253732
Theft of Vehicle,2006,-123.101977417486,49.2757466253732
Theft of Vehicle,2006,-123.101977417486,49.2757466253732
Theft of Vehicle,2007,-123.101951880215,49.2754996878377
Theft of Vehicle,2014,-123.101932880064,49.2753120173182
Theft of Vehicle,2013,-123.122629492942,49.2770227347333
Theft of Vehicle,2018,-123.122395016053,49.277060251744
Theft of Vehicle,2004,-123.122164261331,49.2773284870717
Theft of Vehicle,2008,-123.122075168661,49.2772704560523
Theft of Vehicle,2017,-123.121989797959,49.2774431436677
Theft of Vehicle,2004,-123.121260999476,49.2778055174865
Theft of Vehicle,2005,-123.121260999476,49.2778055174865
Theft of Vehicle,2005,-123.121260999476,49.2778055174865
Theft of Vehicle,2010,-123.121260999476,49.2778055174865
Theft of Vehicle,2017,-123.121260999476,49.2778055174865
Theft of Vehicle,2007,-123.12120470295,49.2779590952942
Theft of Vehicle,2003,-123.121115610267,49.2779010635412
Theft of Vehicle,2003,-123.121115610267,49.2779010635412
Theft of Vehicle,2004,-123.121115610267,49.2779010635412
Theft of Vehicle,2004,-123.121115610267,49.2779010635412
Theft of Vehicle,2004,-123.121115610267,49.2779010635412
Theft of Vehicle,2005,-123.121115610267,49.2779010635412
Theft of Vehicle,2005,-123.121115610267,49.2779010635412
Theft of Vehicle,2005,-123.121115610267,49.2779010635412
Theft of Vehicle,2007,-123.121115610267,49.2779010635412
Theft of Vehicle,2007,-123.121115610267,49.2779010635412
Theft of Vehicle,2008,-123.121115610267,49.2779010635412
Theft of Vehicle,2012,-123.121115610267,49.2779010635412
Theft of Vehicle,2019,-123.121115610267,49.2779010635412
Theft of Vehicle,2016,-123.127631977511,49.2560582696812
Theft of Vehicle,2015,-123.127615766016,49.2559735783534
Theft of Vehicle,2003,-123.127422875861,49.2560262215924
Theft of Vehicle,2005,-123.127422875861,49.2560262215924
Theft of Vehicle,2018,-123.123701225997,49.2838023745848
Theft of Vehicle,2007,-123.123688095798,49.2839093650195
Theft of Vehicle,2003,-123.123312596475,49.2836674108672
Theft of Vehicle,2004,-123.123312596475,49.2836674108672
Theft of Vehicle,2007,-123.123312596475,49.2836674108672
Theft of Vehicle,2003,-123.122950232593,49.283318465212
Theft of Vehicle,2003,-123.122950232593,49.283318465212
Theft of Vehicle,2003,-123.122950232593,49.283318465212
Theft of Vehicle,2004,-123.122950232593,49.283318465212
Theft of Vehicle,2004,-123.122950232593,49.283318465212
Theft of Vehicle,2006,-123.122950232593,49.283318465212
Theft of Vehicle,2007,-123.122950232593,49.283318465212
Theft of Vehicle,2008,-123.122950232593,49.283318465212
Theft of Vehicle,2014,-123.122950232593,49.283318465212
Theft of Vehicle,2017,-123.033546369874,49.275755678729
Theft of Vehicle,2015,-123.067645182793,49.2749808277971
Theft of Vehicle,2006,-123.067633005982,49.2755401833202
Theft of Vehicle,2016,-123.067630857105,49.2756388931603
Theft of Vehicle,2005,-123.067505516471,49.2756212699558
Theft of Vehicle,2010,-123.067505516471,49.2756212699558
Theft of Vehicle,2003,-123.067503725526,49.2757035281079
Theft of Vehicle,2005,-123.067503725526,49.2757035281079
Theft of Vehicle,2005,-123.067503725526,49.2757035281079
Theft of Vehicle,2003,-123.085689787159,49.2110038617481
Theft of Vehicle,2003,-123.084122168465,49.2110304117007
Theft of Vehicle,2005,-123.084122168465,49.2110304117007
Theft of Vehicle,2006,-123.084122168465,49.2110304117007
Theft of Vehicle,2010,-123.084122168465,49.2110304117007
Theft of Vehicle,2011,-123.084122168465,49.2110304117007
Theft of Vehicle,2011,-123.084122168465,49.2110304117007
Theft of Vehicle,2012,-123.084122168465,49.2110304117007
Theft of Vehicle,2012,-123.084122168465,49.2110304117007
